,actor,actress,art_direction,cinematography,costume,director,editing,effects,music,other,picture,s_actor,s_actress,screenplay,song,sound,year
Session Man,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1991
Birch Street Gym,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1991
Last Breeze of Summer,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1991
Manipulation,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1991
Blackfly,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1991
Strings,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1991
Robin Hood: Prince of Thieves,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1991
Hook,O,O,N,O,N,O,O,N,O,N,O,O,O,O,N,O,1991
Terminator 2: Judgment Day,O,O,O,N,O,O,N,W,O,W,O,O,O,O,O,W,1991
Backdraft,O,O,O,O,O,O,N,N,O,O,O,O,O,O,O,N,1991
Star Trek VI: The Undiscovered Country,O,O,O,O,O,O,N,O,O,N,O,O,O,O,O,O,1991
The Addams Family,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1991
Madame Bovary,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1991
The Commitments,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1991
Unforgiven,N,O,N,N,O,W,W,O,O,O,W,W,O,N,O,N,1992
The Crying Game,N,O,O,O,O,N,N,O,O,O,N,N,O,W,O,O,1992
A Few Good Men,O,O,O,O,O,O,N,O,O,O,N,N,O,O,O,N,1992
Howards End,O,W,W,N,N,N,O,O,N,O,N,O,N,W,O,O,1992
Scent of a Woman,W,O,O,O,O,N,O,O,O,O,N,O,O,N,O,O,1992
The Player,O,O,O,O,O,N,N,O,O,O,O,O,O,N,O,O,1992
Chaplin,N,O,N,O,O,O,O,O,N,O,O,O,O,O,O,O,1992
Malcolm X,N,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1992
Indochine,O,N,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1992
Passion Fish,O,N,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1992
Love Field,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1992
Lorenzo's Oil,O,N,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1992
Glengarry Glen Ross,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1992
Mr. Saturday Night,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1992
My Cousin Vinny,O,O,O,O,O,O,O,O,O,O,O,O,W,O,O,O,1992
Husbands and Wives,O,O,O,O,O,O,O,O,O,O,O,O,N,N,O,O,1992
Enchanted April,O,O,O,O,N,O,O,O,O,O,O,O,N,N,O,O,1992
Damage,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1992
A River Runs Through It,O,O,O,W,O,O,O,O,N,O,O,O,O,N,O,O,1992
Close to Eden,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Daens,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Schtonk!,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
The Panama Deception,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1992
Changing Our Minds: The Story of Dr. Evelyn Hooker,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Fires of Kuwait,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Liberators: Fighting on Two Fronts in World War II,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Music for the Movies: Bernard Herrmann,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Educating Peter,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1992
At the Edge of Conquest: The Journey of Chief Wai-Wai,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Beyond Imagining: Margaret Anderson and the 'Little Review',O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
The Colours of My Father: A Portrait of Sam Borenstein,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
When Abortion Was Illegal: Untold Stories,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Omnibus,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1992
Contact,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Cruise Control,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
The Lady in Waiting,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Swan Song,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Mona Lisa Descending a Staircase,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1992
Adam,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
"Reci, reci, reci",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
The Sandman,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Screen Play,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1992
Aladdin,O,O,O,O,O,O,N,O,W,O,O,O,O,O,WN,N,1992
Basic Instinct,O,O,O,O,O,O,N,O,N,O,O,O,O,O,O,O,1992
The Bodyguard,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1992
The Mambo Kings,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1992
Bram Stoker's Dracula,O,O,N,O,W,O,W,O,O,W,O,O,O,O,O,O,1992
Under Siege,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,N,1992
The Last of the Mohicans,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,W,1992
Toys,O,O,N,O,N,O,O,O,O,O,O,O,O,O,O,O,1992
Hoffa,O,O,O,N,O,O,O,O,O,N,O,O,O,O,O,O,1992
The Lover,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,1992
Batman Returns,O,O,O,O,O,O,O,N,O,N,O,O,O,O,O,O,1992
Death Becomes Her,O,O,O,O,O,O,O,W,O,O,O,O,O,O,O,O,1992
Alien³,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,1992
Schindler's List,N,O,W,W,N,W,W,O,W,N,W,N,O,W,O,N,1993
The Fugitive,O,O,O,N,O,O,N,O,N,O,N,W,O,O,O,N,1993
In the Name of the Father,N,O,O,O,O,N,N,O,O,O,N,N,N,N,O,O,1993
The Piano,O,W,O,N,N,N,N,O,O,O,N,O,W,W,O,O,1993
The Remains of the Day,N,N,N,O,N,N,O,O,N,O,N,O,O,N,O,O,1993
Short Cuts,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,1993
Philadelphia,W,O,O,O,O,O,O,O,O,N,O,O,O,N,WN,O,1993
What's Love Got to Do with It,N,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1993
Six Degrees of Separation,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1993
Shadowlands,O,N,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1993
What's Eating Gilbert Grape,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1993
In the Line of Fire,O,O,O,O,O,O,N,O,O,O,O,N,O,N,O,O,1993
The Firm,O,O,O,O,O,O,O,O,N,O,O,O,N,O,O,O,1993
Fearless,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1993
The Age of Innocence,O,O,N,O,W,O,O,O,N,O,O,O,N,N,O,O,1993
Dave,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1993
Sleepless in Seattle,O,O,O,O,O,O,O,O,O,O,O,O,O,N,N,O,1993
Belle Epoque,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1993
Farewell My Concubine,O,O,O,N,O,O,O,O,O,N,O,O,O,O,O,O,1993
Hedd Wyn,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The Scent of Green Papaya,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The Wedding Banquet,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
I Am a Promise: The Children of Stanton Elementary School,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1993
The Broadcast Tapes of Dr. Peter,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
Children of Fate: Life and Death in a Sicilian Family,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
For Better or for Worse,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The War Room,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
Defending Our Lives,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1993
Blood Ties: The Life and Work of Sally Mann,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
Chicks in White Satin,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
Schwarzfahrer,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1993
Down on the Waterfront,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The Dutch Master,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
Partners,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The Screw (La Vis),O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The Wrong Trousers,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1993
Blindscape,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The Mighty River,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
Small Talk,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
The Village,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1993
Poetic Justice,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1993
Beethoven's 2nd,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1993
Jurassic Park,O,O,O,O,O,O,W,W,O,O,O,O,O,O,O,W,1993
Cliffhanger,O,O,O,O,O,O,N,N,O,O,O,O,O,O,O,N,1993
Geronimo: An American Legend,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,1993
Addams Family Values,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1993
Orlando,O,O,N,O,N,O,O,O,O,O,O,O,O,O,O,O,1993
Mrs. Doubtfire,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1993
Searching for Bobby Fischer,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,1993
The Nightmare Before Christmas,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,1993
Forrest Gump,W,O,N,N,O,W,W,W,N,N,W,N,O,W,O,N,1994
Four Weddings and a Funeral,O,O,O,O,O,O,O,O,O,O,N,O,O,N,O,O,1994
Pulp Fiction,N,O,O,O,O,N,N,O,O,O,N,N,N,W,O,O,1994
Quiz Show,O,O,O,O,O,N,O,O,O,O,N,N,O,N,O,O,1994
The Shawshank Redemption,N,O,O,N,O,O,N,O,N,O,N,O,O,N,O,N,1994
Bullets over Broadway,O,O,N,O,N,N,O,O,O,O,O,N,WN,N,O,O,1994
Red,O,O,O,N,O,N,O,O,O,O,O,O,O,N,O,O,1994
The Madness of King George,N,O,W,O,O,O,O,O,O,O,O,O,N,N,O,O,1994
Nobody's Fool,N,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1994
Blue Sky,O,W,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1994
Nell,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1994
Tom & Viv,O,N,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1994
Little Women,O,N,O,O,N,O,O,O,N,O,O,O,O,O,O,O,1994
The Client,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1994
Ed Wood,O,O,O,O,O,O,O,O,O,W,O,W,O,O,O,O,1994
Heavenly Creatures,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1994
Burnt by the Sun,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1994
Before the Rain,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Eat Drink Man Woman,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Farinelli: Il Castrato,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Strawberry and Chocolate,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Maya Lin: A Strong Clear Vision,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1994
Complaints of a Dutiful Daughter,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
D-Day Remembered,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Freedom on My Mind,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
A Great Day in Harlem,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
A Time for Justice,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1994
89mm from Europe,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Blues Highway,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
School of the Americas Assassins,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Straight from the Heart,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Franz Kafka's It's a Wonderful Life,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1994
Trevor,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1994
Kangaroo Court,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
On Hope,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Syrup,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Bob's Birthday,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1994
The Big Story,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
The Janitor,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
The Monk and the Fish,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
Triangle,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
The Lion King,O,O,O,O,O,O,O,O,W,O,O,O,O,O,WN,O,1994
Interview with the Vampire,O,O,N,O,O,O,O,O,N,O,O,O,O,O,O,O,1994
Junior,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1994
The Paper,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1994
Speed,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,W,1994
Clear and Present Danger,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,N,1994
Legends of the Fall,O,O,N,W,O,O,O,O,O,O,O,O,O,O,O,N,1994
Wyatt Earp,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,1994
Mary Shelley's Frankenstein,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1994
"The Adventures of Priscilla, Queen of the Desert",O,O,O,O,W,O,O,O,O,O,O,O,O,O,O,O,1994
Maverick,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1994
Queen Margot,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1994
Hoop Dreams,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1994
The Mask,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,1994
True Lies,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,1994
Braveheart,O,O,O,W,N,W,N,O,N,W,W,O,O,N,O,N,1995
Apollo 13,O,O,N,O,O,O,W,N,N,O,N,N,N,N,O,W,1995
Babe,O,O,N,O,O,N,N,W,O,O,N,N,O,N,O,O,1995
Il Postino: The Postman,N,O,O,O,O,N,O,O,W,O,N,O,O,N,O,O,1995
Sense and Sensibility,O,N,O,N,N,O,O,O,N,O,N,O,N,W,O,O,1995
Dead Man Walking,N,W,O,O,O,N,O,O,O,O,O,O,O,O,N,O,1995
Leaving Las Vegas,W,N,O,O,O,N,O,O,O,O,O,O,O,N,O,O,1995
Mr. Holland's Opus,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1995
Nixon,N,O,O,O,O,O,O,O,N,O,O,O,N,N,O,O,1995
Casino,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1995
The Bridges of Madison County,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1995
The Usual Suspects,O,O,O,O,O,O,O,O,O,O,O,W,O,W,O,O,1995
12 Monkeys,O,O,O,O,N,O,O,O,O,O,O,N,O,O,O,O,1995
Rob Roy,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1995
Mighty Aphrodite,O,O,O,O,O,O,O,O,O,O,O,O,W,N,O,O,1995
Georgia,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1995
Toy Story,O,O,O,O,O,O,O,O,N,O,O,O,O,N,N,O,1995
Antonia's Line,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1995
All Things Fair,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Dust of Life,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
O Quatrilho,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
The Star Maker,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Anne Frank Remembered,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1995
The Battle Over Citizen Kane,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Fiddlefest—Roberta Tzavaras and Her East Harlem Violin Program,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Hank Aaron: Chasing the Dream,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Troublesome Creek: A Midwestern,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
One Survivor Remembers,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1995
Jim Dine: A Self-Portrait on the Walls,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
The Living Sea,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Never Give Up: The 20th Century Odyssey of Herbert Zipper,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
The Shadow of Hate,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Lieberman in Love,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1995
Brooms,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Duke of Groove,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Little Surprises,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Tuesday Morning Ride,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
A Close Shave,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1995
The Chicken from Outer Space,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
The End,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Gagarin,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Runaway Brain,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Pocahontas,O,O,O,O,O,O,O,O,W,O,O,O,O,O,W,O,1995
The American President,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1995
Sabrina,O,O,O,O,O,O,O,O,N,O,O,O,O,O,N,O,1995
Unstrung Heroes,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1995
Don Juan DeMarco,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1995
Batman Forever,O,O,O,N,O,O,N,O,O,O,O,O,O,O,O,N,1995
Crimson Tide,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,N,1995
Waterworld,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,1995
Restoration,O,O,W,O,W,O,O,O,O,O,O,O,O,O,O,O,1995
A Little Princess,O,O,N,N,O,O,O,O,O,O,O,O,O,O,O,O,1995
Richard III,O,O,N,O,N,O,O,O,O,O,O,O,O,O,O,O,1995
Shanghai Triad,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,1995
"My Family, Mi Familia",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Roommates,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1995
Seven,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1995
The English Patient,N,N,W,W,W,W,W,O,W,O,W,O,W,N,O,W,1996
Fargo,O,W,O,N,O,N,N,O,O,O,N,N,O,W,O,O,1996
Jerry Maguire,N,O,O,O,O,O,N,O,O,O,N,W,O,N,O,O,1996
Secrets & Lies,O,N,O,O,O,N,O,O,O,O,N,O,N,N,O,O,1996
Shine,W,O,O,O,O,N,N,O,N,O,N,N,O,N,O,O,1996
The People vs. Larry Flynt,N,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,1996
Sling Blade,N,O,O,O,O,O,O,O,O,O,O,O,O,W,O,O,1996
Marvin's Room,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1996
Breaking the Waves,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1996
Primal Fear,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1996
Ghosts of Mississippi,O,O,O,O,O,O,O,O,O,N,O,N,O,O,O,O,1996
The Crucible,O,O,O,O,O,O,O,O,O,O,O,O,N,N,O,O,1996
The Mirror Has Two Faces,O,O,O,O,O,O,O,O,O,O,O,O,N,O,N,O,1996
The Portrait of a Lady,O,O,O,O,N,O,O,O,O,O,O,O,N,O,O,O,1996
Lone Star,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1996
Hamlet,O,O,N,O,N,O,O,O,N,O,O,O,O,N,O,O,1996
Trainspotting,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1996
Kolya,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1996
A Chef in Love,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
The Other Side of Sunday,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Prisoner of the Mountains,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Ridicule,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
When We Were Kings,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1996
The Line King: The Al Hirschfeld Story,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Mandela,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Suzanne Farrell: Elusive Muse,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Tell the Truth and Run: George Seldes and the American Press,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Breathing Lessons: The Life and Work of Mark O'Brien,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1996
Cosmic Voyage,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
An Essay on Matisse,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Special Effects: Anything Can Happen,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
The Wild Bunch: An Album in Montage,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Dear Diary,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1996
"De tripas, corazón",O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Ernst & lyset,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Esposados,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Senza parole,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Quest,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1996
Canhead,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
La Salla,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Wat's Pig,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Michael Collins,O,O,O,N,O,O,O,O,N,O,O,O,O,O,O,O,1996
Sleepers,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1996
Emma,O,O,O,O,N,O,O,O,W,O,O,O,O,O,O,O,1996
The First Wives Club,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1996
The Hunchback of Notre Dame,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1996
James and the Giant Peach,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1996
The Preacher's Wife,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,1996
Evita,O,O,N,N,O,O,N,O,O,O,O,O,O,O,W,N,1996
One Fine Day,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1996
That Thing You Do!,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1996
Up Close and Personal,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,1996
The Ghost and the Darkness,O,O,O,O,O,O,W,O,O,O,O,O,O,O,O,O,1996
Daylight,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1996
Eraser,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,O,1996
Independence Day,O,O,O,O,O,O,O,W,O,O,O,O,O,O,O,N,1996
The Rock,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,N,1996
Twister,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,N,1996
The Birdcage,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1996
Romeo + Juliet,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,1996
Fly Away Home,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,O,1996
The Nutty Professor,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1996
Star Trek: First Contact,O,O,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1996
Angels & Insects,O,O,O,O,N,O,O,O,O,O,O,O,O,O,O,O,1996
Dragonheart,O,O,O,O,O,O,O,N,O,O,O,O,O,O,O,O,1996
Titanic,O,N,W,W,W,W,W,W,W,N,W,O,N,O,W,W,1997
As Good as It Gets,W,W,O,O,O,O,N,O,N,O,N,N,O,N,O,O,1997
The Full Monty,O,O,O,O,O,N,O,O,W,O,N,O,O,N,O,O,1997
Good Will Hunting,N,O,O,O,O,N,N,O,N,O,N,W,N,W,N,O,1997
L.A. Confidential,O,O,N,N,O,N,N,O,N,O,N,O,W,W,O,N,1997
The Sweet Hereafter,O,O,O,O,O,N,O,O,O,O,O,O,O,N,O,O,1997
The Apostle,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1997
Ulee's Gold,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1997
Wag the Dog,N,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1997
The Wings of the Dove,O,N,O,N,N,O,O,O,O,O,O,O,O,N,O,O,1997
Afterglow,O,N,O,O,O,O,O,O,O,O,O,O,O,O,O,O,1997
Mrs Brown,O,N,O,O,O,O,O,O,O,N,O,O,O,O,O,O,1997
Jackie Brown,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,O,1997
Amistad,O,O,O,N,N,O,O,O,N,O,O,N,O,O,O,O,1997
Boogie Nights,O,O,O,O,O,O,O,O,O,O,O,N,N,N,O,O,1997
In & Out,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,O,1997
Deconstructing Harry,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1997
Donnie Brasco,O,O,O,O,O,O,O,O,O,O,O,O,O,N,O,O,1997
Karakter,O,O,O,O,O,O,O,O,O,W,O,O,O,O,O,O,1997
